GK,work_rate_att,special,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_reflexes,Attack,Mid,Def,gk,eur_value
0,2,1847,71,74,78,63,70,73,45,61,1,3,71,60,40,70,61,73,67,65,67,70,77,78,83,62,78,68,75,74,57,67,52,50,67,73,60,58,39,48,46,7,12,8,67,68.875,57.2,0,30
0,2,1902,71,71,65,68,69,71,37,63,2,3,68,67,68,71,72,71,70,53,67,73,65,65,70,75,66,70,84,61,64,68,57,37,72,71,58,73,31,34,35,32,26,22,70.375,69.25,53.3,0,21
0,1,1566,71,73,52,40,50,50,71,75,1,2,40,25,65,65,34,47,28,22,58,56,50,53,40,58,47,67,74,66,78,46,80,66,51,42,34,63,74,74,71,9,8,7,50.25,52.875,65.6,0,24
0,2,1812,71,71,81,58,67,73,47,51,1,3,68,62,59,72,76,68,55,73,42,74,73,88,84,76,83,45,72,78,43,50,34,47,70,76,66,64,44,49,34,11,14,12,68,68.75,56.5,0,26
0,3,1985,71,72,72,67,67,69,66,78,1,3,67,63,71,70,71,67,64,55,66,73,72,72,70,75,65,72,79,77,81,68,69,69,73,68,62,72,60,69,64,14,12,12,70.375,70,69.8,0,27
1,2,1136,71,71,69,71,66,70,40,72,1,1,18,14,13,22,12,16,20,14,21,17,32,46,49,64,55,22,64,37,68,19,22,13,12,52,20,33,15,19,12,69,71,70,0,0,0,71,12
0,3,1772,71,76,71,62,65,78,42,61,1,3,64,64,49,69,51,78,47,43,66,75,75,68,91,61,90,61,67,69,58,60,55,39,68,68,60,70,48,38,36,8,16,9,67.75,68.5,53.9,0,32
0,1,1832,71,71,64,53,63,69,68,75,1,2,52,48,68,71,59,67,50,43,67,73,63,65,68,69,66,61,83,85,72,57,67,70,41,67,49,73,68,68,64,16,8,7,61.25,65.5,68.9,0,16
0,2,1845,71,71,43,63,67,69,66,69,1,2,61,57,48,72,49,67,57,58,70,71,45,42,68,72,73,73,73,69,69,68,68,69,63,68,69,77,68,69,66,6,7,7,63.625,66.625,66.8,0,14
0,2,1868,71,71,75,57,62,69,69,71,1,3,69,45,65,62,35,68,73,42,66,67,76,75,80,72,62,76,70,73,76,69,56,68,67,53,43,70,68,70,72,15,6,8,65.25,64.875,68.5,0,13
0,2,1769,71,81,59,54,68,73,59,64,1,2,61,53,60,76,46,73,48,48,69,75,63,55,75,70,67,56,53,68,65,55,61,60,68,72,45,72,59,64,43,15,10,8,65.5,69.5,62.9,0,38
0,1,1472,71,71,54,33,43,45,70,80,1,2,29,22,72,56,42,42,36,29,51,50,48,59,43,54,35,66,70,63,92,29,76,67,25,34,17,60,66,77,67,13,11,16,44,45.5,63,0,14
0,2,1665,71,72,73,29,60,66,72,65,1,2,68,24,63,64,32,64,45,42,67,72,74,72,59,59,69,32,63,73,71,29,39,69,49,49,36,71,72,77,73,11,13,13,54.5,60.125,68.5,0,22
1,2,988,71,76,75,65,59,77,49,67,1,1,12,5,14,26,9,8,11,13,20,11,48,50,21,71,33,21,72,27,58,6,20,7,8,28,13,37,5,14,14,75,65,77,0,0,0,71,23
0,2,1854,71,71,70,57,69,69,66,66,1,3,67,65,59,75,52,67,63,27,70,72,72,69,65,67,77,53,72,82,60,43,58,64,69,72,59,70,66,70,64,12,12,12,66.5,69.625,68,0,23
0,2,1621,71,72,78,67,58,71,22,67,1,3,62,67,66,63,53,74,50,42,52,72,75,80,69,65,52,78,62,64,85,58,28,27,70,57,61,57,12,15,19,7,8,9,69.375,63.875,43.9,0,28
0,2,1755,71,71,66,68,72,70,32,62,1,3,66,67,45,74,60,70,75,76,72,73,66,66,68,71,56,72,37,61,63,68,66,59,65,72,70,53,23,21,20,8,14,9,67.875,69,51.2,0,18
0,3,1874,71,75,69,72,70,67,42,70,1,3,62,70,68,73,68,65,70,68,69,70,65,72,72,65,65,77,68,71,73,76,61,44,72,74,63,65,40,33,41,12,12,14,69.75,68.625,55.7,0,31
0,2,1792,71,78,73,66,67,75,50,52,1,4,62,66,57,73,70,75,65,64,66,78,74,72,72,58,78,62,55,57,56,72,34,46,63,63,66,62,48,52,50,8,7,7,68.125,68.25,56.9,0,34
0,2,1776,71,71,63,70,63,70,33,77,1,3,59,70,70,67,69,69,58,42,62,71,65,62,69,70,70,72,68,65,83,68,77,28,70,65,73,71,27,31,30,12,9,7,68.875,65.875,50.8,0,24
0,3,1864,71,71,81,54,71,74,55,55,1,4,76,58,50,68,68,75,73,74,64,71,83,80,78,65,81,46,69,67,52,41,46,58,74,76,71,72,52,58,49,10,8,7,66.875,69.375,60.7,0,14
0,2,1771,71,71,83,57,72,74,43,42,1,4,76,64,49,72,65,73,74,75,62,75,86,81,74,65,88,49,46,58,34,43,39,42,64,72,74,66,41,44,37,13,7,14,66.875,68.625,53.7,0,23
0,2,1847,71,71,79,65,68,71,43,69,1,3,70,64,50,68,60,72,67,64,65,71,81,77,76,65,66,70,68,74,70,64,60,48,68,67,67,65,32,51,37,16,8,9,68.5,68.125,56.6,0,22
0,2,1803,71,71,61,65,73,72,47,63,1,2,69,64,44,77,61,71,71,59,74,76,59,62,70,63,69,71,55,74,65,63,44,52,66,71,66,59,43,53,34,8,11,15,67.125,70,57.5,0,25
1,2,1205,71,75,72,68,72,73,45,69,1,1,13,12,13,38,17,13,17,15,37,33,43,46,47,68,37,36,71,30,63,14,31,18,9,48,37,57,16,13,16,72,68,73,0,0,0,71,22
0,2,1701,71,71,61,47,60,58,69,75,1,2,62,48,70,65,19,53,32,37,69,64,52,68,56,62,69,52,72,71,76,47,77,69,51,53,48,70,69,69,68,11,13,9,56.625,59.75,67.8,0,18
0,3,1805,71,71,80,65,66,76,35,54,1,4,64,64,61,66,66,76,64,68,60,74,83,77,82,67,79,70,64,62,46,62,63,26,67,70,65,68,29,39,31,13,13,15,69.125,67.75,50,0,22
0,2,1703,71,78,62,69,61,67,34,72,1,3,64,73,73,65,66,71,44,34,59,66,55,68,58,66,56,73,65,69,75,59,69,32,71,65,60,55,15,41,37,7,14,12,68.25,64.875,51.1,0,34
0,2,1801,71,71,77,56,70,76,32,59,1,3,67,52,49,72,65,75,72,69,65,73,79,76,87,70,90,60,74,67,54,59,56,37,63,71,52,68,19,38,27,15,16,10,66.625,68.5,51,0,23
0,2,1731,71,71,54,68,61,66,43,72,1,3,54,69,73,64,74,67,63,54,53,73,53,55,50,74,42,71,55,57,85,57,64,49,78,70,70,77,46,34,20,16,10,11,68.625,65.375,53.1,0,19
0,3,1920,71,71,82,62,69,72,56,73,1,2,61,57,60,74,59,70,64,56,69,74,78,85,73,69,71,70,63,82,69,67,75,56,66,71,57,67,51,57,59,11,12,15,68.875,70.625,65,0,22
0,3,1669,71,71,85,69,47,68,19,70,1,3,33,72,66,59,73,63,52,41,31,69,83,86,82,69,74,69,91,74,74,58,50,14,69,51,74,75,15,13,11,14,7,11,67.625,60,40.6,0,24
0,1,1815,71,71,68,44,65,63,72,75,1,2,65,40,68,71,56,64,60,52,68,67,67,68,51,71,52,51,70,81,73,39,72,72,62,57,40,66,74,71,68,13,15,15,60.875,64.25,70.6,0,18
0,3,1812,71,78,71,59,69,75,47,66,1,4,59,50,46,76,61,76,70,55,72,78,72,70,72,66,60,70,57,72,68,68,54,41,64,70,58,63,40,57,51,14,9,14,67.125,70.375,58.8,0,33
0,3,1731,71,71,76,72,66,72,29,72,1,3,70,70,48,66,63,76,74,68,63,74,75,77,59,68,44,78,32,67,83,73,61,23,66,62,68,73,30,28,22,10,13,7,70.25,67,48.9,0,25
0,2,1859,71,73,68,50,65,67,68,76,1,2,61,43,69,71,52,66,54,57,68,68,67,69,67,72,64,61,72,82,76,53,69,70,52,63,55,65,66,70,66,14,10,9,61.875,65.375,69.6,0,24
0,2,1608,71,71,40,49,46,43,71,78,1,2,24,38,75,62,55,29,28,60,53,58,41,40,50,64,60,73,72,72,83,53,75,66,26,36,44,62,74,68,73,8,16,8,47.25,48.125,64.3,0,20
0,3,1808,71,71,72,47,59,65,73,78,1,2,65,45,67,60,40,68,59,44,59,61,71,72,68,59,58,48,67,70,82,47,83,71,59,55,49,66,73,76,78,13,11,12,59.5,60.875,70.1,0,20
0,2,1703,71,77,90,63,63,76,24,49,1,3,71,65,57,66,49,78,61,50,56,72,89,91,80,58,91,64,84,66,44,63,33,22,63,57,55,61,14,22,29,11,8,14,68.375,65.5,44.7,0,32
0,2,1788,71,79,69,54,67,73,62,63,1,2,54,52,49,75,43,75,59,41,68,75,70,69,63,69,66,57,61,59,64,57,68,69,64,74,53,65,63,62,59,8,11,13,65.75,69.5,65.4,0,34
1,2,1168,71,71,72,67,67,74,39,66,1,1,12,8,14,11,12,7,45,50,21,24,41,37,45,76,51,33,69,28,60,9,30,22,14,52,24,61,9,9,9,72,67,74,0,0,0,71,9.5
0,2,1960,71,73,71,53,72,73,65,72,1,3,77,36,59,74,60,74,80,69,70,72,74,68,73,70,78,69,66,76,68,67,78,63,58,64,66,71,64,67,71,10,10,10,64,68.25,69,0,23
0,3,1884,71,71,72,64,69,74,51,65,1,3,66,64,49,72,64,73,63,65,65,72,73,71,81,70,85,64,58,84,59,63,56,58,64,71,68,68,45,52,53,9,15,16,67.75,69.625,61.3,0,24
0,2,1863,71,71,74,71,69,74,42,48,1,3,62,71,66,72,72,72,66,49,70,72,72,75,91,75,77,72,62,69,29,70,67,36,75,74,67,73,32,52,32,6,13,16,71.625,71,54.6,0,19
0,2,1716,71,73,71,72,52,67,27,78,1,3,43,76,70,61,55,68,58,60,28,65,70,71,70,62,69,75,73,73,83,66,73,34,66,60,73,70,12,24,19,11,12,13,67.625,60.5,45.7,0,29
0,2,1775,71,76,70,40,58,66,73,76,1,2,69,34,67,65,39,65,48,37,57,65,72,68,65,68,74,59,75,74,74,27,82,70,53,44,49,64,75,75,72,7,14,10,57.5,59.375,70,0,26
0,2,1890,71,71,69,61,61,70,71,66,1,2,48,55,61,71,60,67,70,54,66,71,76,64,78,72,66,74,56,67,67,64,67,76,58,54,53,62,67,74,76,9,15,8,64.75,65.875,69.6,0,9.5
0,2,1820,71,71,88,70,63,75,34,44,2,4,65,66,71,66,67,76,68,53,58,71,86,90,84,66,79,75,83,52,34,73,48,31,71,63,70,69,29,29,28,16,16,12,71.25,67,48.3,0,21
0,2,1865,71,73,64,70,68,71,45,73,1,3,68,70,74,72,66,71,69,59,69,74,65,64,70,65,51,75,74,66,72,69,83,45,67,64,67,73,28,53,42,10,15,10,69.375,68.25,58.3,0,29
0,3,1921,71,78,88,59,61,68,69,73,1,2,66,56,59,61,49,67,65,42,61,60,88,88,88,65,88,69,80,85,66,63,74,71,58,59,50,62,70,71,61,9,8,8,64.125,64.75,68.5,0,28
0,2,1766,71,71,57,70,71,71,25,62,1,3,71,69,48,74,66,68,79,75,65,74,50,63,75,66,73,71,79,69,56,75,63,21,75,69,59,77,20,25,21,10,9,8,68.25,68.25,46.4,0,26
0,3,1697,71,75,78,69,59,68,22,71,1,3,57,70,69,60,55,68,63,73,43,72,76,80,73,63,46,73,75,68,80,71,53,18,72,66,55,65,14,19,11,15,15,7,69.125,64,43.1,0,31
1,2,1118,71,71,68,67,71,73,37,70,1,1,9,10,12,24,13,11,14,13,32,24,41,34,38,69,35,16,66,39,77,19,44,22,13,48,13,65,12,11,10,68,67,73,0,0,0,71,15
0,2,1773,71,71,52,70,74,69,32,67,1,3,74,64,30,74,70,67,78,72,75,75,51,53,68,71,60,79,50,72,76,76,40,45,66,75,75,78,21,35,30,12,10,9,66.875,69.75,51.7,0,14
0,2,1928,71,71,73,54,66,74,68,72,2,3,55,53,51,73,43,70,53,60,71,74,75,72,82,74,89,61,74,84,63,53,81,71,62,67,45,75,65,72,72,12,12,15,65.5,69.75,70.5,0,19
0,3,1844,71,71,89,67,63,71,34,72,1,2,66,64,61,65,56,72,61,54,59,69,85,92,74,66,78,83,79,86,65,61,71,24,66,64,65,72,25,40,37,10,16,8,69.625,66.625,52.9,0,22
0,1,1751,71,71,51,47,63,59,74,64,1,2,56,33,75,67,44,57,54,71,73,66,45,55,50,60,51,69,71,65,69,53,50,70,45,56,67,62,74,76,74,6,12,11,54.75,59.25,67.6,0,19
0,3,1958,71,78,78,69,68,70,57,72,1,2,75,68,72,66,56,70,68,66,62,69,79,77,77,61,73,81,82,70,71,66,72,53,66,67,67,64,55,60,48,10,7,13,69.625,67.125,62.6,0,34
0,3,1874,71,71,83,70,66,72,40,62,1,3,66,72,68,66,67,70,57,62,66,71,84,83,83,65,91,70,79,73,59,70,52,33,66,68,65,65,46,35,25,15,10,7,70.25,68.125,53.1,0,21
0,3,1793,71,71,95,62,61,71,47,57,1,2,66,66,52,66,60,68,47,29,54,70,94,95,93,64,79,67,85,78,46,55,50,47,68,65,36,68,41,50,49,8,10,13,68.375,67.375,57.4,0,24
0,2,1940,71,71,78,65,64,77,58,68,1,3,67,61,64,62,63,80,69,61,59,71,77,78,80,67,77,73,78,67,66,66,74,55,68,66,55,65,57,58,59,10,16,9,69.25,67.75,63,0,25
0,2,1741,71,76,70,49,53,61,69,75,1,2,52,43,72,63,53,59,42,29,63,62,69,71,60,64,70,62,80,75,79,52,66,70,38,38,54,55,67,68,72,15,10,6,56.375,56.875,67.4,0,27
1,2,1107,71,71,70,65,60,74,37,74,1,1,18,14,11,29,12,18,10,12,28,21,40,34,49,65,49,23,65,30,60,15,34,20,10,32,22,58,12,19,12,70,65,74,0,0,0,71,14
0,3,1785,71,71,69,65,70,73,34,61,2,4,74,63,39,67,66,72,72,69,65,72,69,69,78,68,78,71,66,66,55,68,70,34,67,74,43,71,31,40,22,12,7,15,67.375,68.5,50.9,0,14
0,2,1878,71,71,63,69,66,70,53,62,1,3,60,62,54,64,61,66,74,71,59,74,64,62,80,70,64,75,58,74,58,76,57,63,81,75,70,60,38,65,44,10,15,13,68.625,69.125,60.1,0,23
0,2,1379,71,72,42,31,44,39,71,76,1,2,32,20,76,60,26,29,24,21,45,53,34,49,43,60,34,62,32,60,91,25,69,65,23,39,36,62,72,73,70,10,13,8,42,44.625,63,0,22
0,2,1605,71,75,68,68,53,68,22,60,1,2,52,73,65,62,57,65,62,39,50,71,67,68,71,74,72,68,63,55,73,61,35,19,75,43,58,66,15,19,13,9,11,15,67.875,61.375,41.7,0,31
0,2,1953,71,71,58,71,69,64,70,82,1,2,69,69,76,70,61,64,68,72,68,68,59,57,54,68,51,81,70,61,91,76,87,70,61,69,58,68,68,70,68,7,9,9,67.875,67.125,69.7,0,18
0,2,1831,71,72,86,53,59,66,66,74,1,2,63,56,68,63,33,60,42,29,58,70,87,86,80,65,66,59,76,88,66,46,75,67,70,62,37,62,65,67,65,13,15,13,65.25,65.75,68.5,0,22
0,1,1621,71,72,52,48,41,44,73,78,1,2,26,30,68,48,38,38,62,78,30,52,50,53,44,56,41,75,67,70,89,62,63,80,25,35,78,52,71,73,71,12,12,10,45.75,44.25,63.3,0,22
1,2,1090,71,71,67,72,67,72,31,73,1,1,13,19,12,28,9,12,15,15,25,24,28,34,31,64,39,22,64,31,79,13,37,22,15,38,14,58,11,12,13,67,72,72,0,0,0,71,3.25
0,3,1887,71,71,54,68,64,61,69,84,1,2,53,66,77,70,63,61,40,58,65,67,48,58,44,71,46,72,62,91,84,65,82,71,78,69,69,74,66,71,64,11,7,12,67,67.5,69.7,0,18
0,3,1911,71,74,85,68,67,74,49,57,1,3,69,65,52,68,57,73,73,73,67,71,83,86,84,67,87,72,59,85,39,75,68,55,58,58,67,52,47,46,46,14,15,7,67.75,67.75,59.3,0,30
0,1,1877,71,71,66,56,65,65,71,71,1,2,64,50,66,68,53,62,56,48,69,66,67,66,72,69,70,68,85,70,72,55,68,69,57,62,63,72,75,72,68,6,11,14,62.25,64.375,69.1,0,9.5
0,2,1578,71,84,67,29,51,56,71,71,1,2,28,23,58,70,30,45,37,33,73,70,69,66,65,69,60,47,55,67,75,24,68,73,32,34,35,63,71,75,72,11,13,9,49.625,54.875,68,0,40
0,2,1783,71,71,67,66,65,69,56,54,1,3,58,70,54,68,59,64,62,41,65,73,62,71,72,75,78,58,44,52,54,68,60,65,74,71,55,76,57,52,46,12,12,8,68,68.125,60.2,0,26
0,2,1670,71,81,74,48,52,60,70,72,1,2,59,45,68,59,35,59,31,27,58,63,68,78,54,70,51,70,55,67,78,38,69,67,45,38,48,60,69,73,72,14,13,7,57.75,56.75,67.5,0,33
0,3,1877,71,74,70,73,66,69,35,71,1,3,65,72,71,63,71,67,74,75,66,65,71,69,83,72,74,74,70,74,69,71,70,36,74,68,77,69,21,38,26,11,14,6,69.375,66.875,51.5,0,31
0,3,1788,71,72,84,67,63,72,23,69,1,3,60,67,70,67,49,72,72,69,49,68,84,84,85,66,70,68,80,69,64,70,78,31,75,65,63,73,13,17,12,9,7,13,70.625,66,46.1,0,28
0,2,1796,71,71,72,72,68,71,33,64,1,3,71,68,54,66,71,71,74,70,65,73,73,72,70,71,61,80,58,77,71,76,33,25,66,70,70,64,29,37,28,7,8,16,69.625,68.5,50.2,0,24
0,2,1711,71,71,81,68,57,71,21,59,1,3,51,72,64,63,67,70,74,31,53,70,83,79,75,75,78,68,75,68,59,59,45,13,75,59,66,70,13,20,17,13,14,12,69.75,65,43.2,0,24
0,3,1743,71,85,82,68,64,73,28,63,1,3,65,70,65,67,66,75,64,44,63,73,84,80,68,65,65,66,68,75,61,67,50,20,63,65,65,65,24,25,26,14,10,12,69.875,67.25,47.9,0,49
1,2,917,71,71,70,70,67,76,19,70,1,1,10,5,10,13,8,11,14,13,16,15,22,17,32,56,35,17,73,25,67,9,21,6,4,23,11,24,7,12,12,70,70,76,0,0,0,71,16
0,3,1813,71,71,69,52,59,69,71,67,1,3,62,50,60,63,54,69,65,35,53,68,69,69,69,65,71,64,71,76,61,42,71,71,60,56,43,64,70,73,76,14,10,9,61.875,62.5,68.6,0,13
0,2,1863,71,75,75,53,63,73,65,72,1,2,70,44,58,68,45,72,66,50,59,73,74,76,77,71,70,65,56,83,68,61,70,64,53,55,58,63,66,66,69,16,8,9,63.375,65.5,68.1,0,26
0,2,1638,71,81,81,67,62,74,23,56,1,3,62,69,32,68,55,75,37,34,60,72,80,82,78,63,72,68,56,69,46,67,64,26,68,64,56,68,18,23,27,5,13,8,68,67.375,45.8,0,38
0,2,1787,71,71,60,69,71,72,38,59,1,3,68,68,47,72,69,71,74,71,69,73,61,60,73,68,71,69,47,74,57,72,48,52,74,72,63,69,29,35,38,11,6,10,68.875,70,53.6,0,21
0,2,1685,71,71,65,48,49,42,71,84,1,2,51,34,58,53,34,35,40,57,58,42,61,69,65,60,50,75,76,78,90,56,76,68,43,32,58,64,69,81,67,12,10,12,48.875,48.625,65.4,0,14
1,2,1143,71,80,72,70,67,71,37,72,1,1,11,20,14,23,15,18,17,17,27,19,35,38,44,60,43,20,60,40,72,17,17,21,15,51,21,35,20,19,17,72,70,71,0,0,0,71,28
0,3,1711,71,82,78,70,55,75,25,65,1,3,45,74,60,68,63,76,47,41,50,74,79,77,78,69,77,69,69,75,61,66,61,20,68,50,69,61,23,18,24,8,14,11,69.75,65,45.8,0,41
0,3,1763,71,71,85,68,56,77,30,45,1,4,40,71,61,61,75,73,76,64,43,75,86,85,93,78,88,62,64,70,32,63,42,26,77,65,59,79,28,25,29,12,9,8,71,67.125,46.5,0,15
0,2,1770,71,74,82,34,63,71,68,67,1,3,71,29,62,68,30,70,46,40,60,71,78,85,72,68,75,37,72,75,59,35,77,67,64,57,45,62,68,70,67,7,11,12,60.125,64.375,69,0,25
0,3,1841,71,71,63,62,59,62,73,70,1,2,60,56,69,65,61,58,51,61,63,68,66,60,65,57,62,75,62,66,77,66,60,73,62,46,57,65,72,73,76,11,9,12,62.125,61,68.1,0,9.5
0,2,1636,71,76,76,66,64,75,19,49,1,4,67,65,55,68,34,74,45,28,62,72,72,80,85,69,86,71,84,66,44,70,31,18,70,68,59,68,14,11,20,8,10,15,69.125,67.375,42.4,0,32
0,2,1707,71,71,65,70,61,69,29,60,1,3,49,73,75,67,55,67,56,59,57,71,67,63,72,71,75,68,73,33,71,67,65,38,73,67,65,70,24,17,20,12,14,9,68.875,64.375,46.2,0,11
0,2,1594,71,71,65,33,55,57,69,76,1,2,55,36,76,62,11,54,36,16,60,58,68,63,65,68,61,43,80,71,75,23,83,68,38,51,28,55,66,72,65,15,9,6,52.5,55.875,66.8,0,18
0,2,1412,71,71,59,29,44,39,70,77,1,2,30,21,74,66,19,32,25,26,52,48,55,63,38,64,41,52,49,59,92,27,71,66,17,21,33,69,71,72,68,13,10,15,42.25,44.125,63.9,0,18
0,3,1809,71,71,75,56,71,75,46,61,1,3,75,45,25,70,56,75,72,75,66,75,77,73,82,64,78,70,45,75,58,61,56,44,66,69,61,68,44,53,52,8,8,10,64.875,68.5,57.9,0,25
0,3,1952,71,71,78,60,72,68,67,72,1,3,80,48,54,69,56,68,71,77,75,71,77,79,60,67,71,82,48,70,76,65,72,67,63,65,67,66,66,74,61,12,9,12,66.5,68.5,69.1,0,13
0,3,1931,71,74,83,62,65,69,66,73,1,3,71,60,60,70,46,70,70,72,64,68,79,86,72,63,71,66,68,80,76,68,60,60,59,49,56,53,66,72,70,15,13,12,66.5,65.75,68.2,0,24
0,3,1880,71,73,74,69,66,70,51,69,1,3,54,66,59,72,56,69,63,67,69,71,75,74,76,69,61,78,64,77,71,68,56,51,68,68,71,74,46,54,47,8,14,9,69.375,69,60.1,0,29
0,3,1809,71,72,92,64,66,74,16,73,1,3,65,61,43,68,64,69,72,72,59,72,91,92,95,68,91,66,80,92,71,70,54,16,66,67,56,65,11,14,14,8,13,13,68.75,67.875,45,0,28
0,2,1596,71,76,54,37,56,47,70,72,1,2,46,29,72,65,30,36,32,35,64,58,49,58,53,69,48,54,63,66,78,36,68,69,48,56,42,61,69,73,68,15,9,12,50.875,54.625,66.3,0,27
1,2,1158,71,73,72,67,66,73,46,69,1,1,12,16,13,25,16,15,14,18,19,23,46,46,52,68,63,18,74,26,56,18,23,18,16,46,25,46,16,13,16,72,67,73,0,0,0,71,20
0,3,1804,71,71,57,66,73,71,34,66,1,3,71,57,39,72,55,67,75,78,69,77,54,59,78,56,76,76,58,74,67,75,54,58,65,80,76,64,25,30,22,15,12,6,65.125,68.75,52,0,22
0,2,1437,71,71,41,26,42,42,71,79,1,2,30,16,75,53,18,35,27,30,49,50,39,43,43,66,47,50,70,73,84,25,78,69,31,37,32,60,73,71,68,15,9,6,41.625,44.875,63.5,0,19
1,2,1027,71,73,69,71,64,72,33,69,1,1,10,13,10,26,15,16,13,11,24,19,28,37,19,69,20,14,40,35,81,12,36,21,13,42,16,41,10,17,15,69,71,72,0,0,0,71,20
0,2,1422,71,76,50,31,45,46,71,76,1,2,33,24,77,62,24,48,23,24,48,44,47,53,37,65,35,49,49,63,86,32,72,69,22,34,30,56,69,74,69,15,9,10,43.875,46.5,63.9,0,27
0,1,1673,71,77,53,50,54,59,69,77,1,2,46,44,74,64,42,59,39,37,65,64,52,53,52,66,42,68,64,69,82,48,76,65,44,44,60,60,69,72,65,13,9,9,56.25,57.5,66.3,0,28
0,2,1476,71,74,52,29,42,48,69,78,1,2,30,22,71,57,20,43,20,27,47,53,51,53,57,57,48,52,76,66,84,18,80,67,25,31,47,54,67,71,71,16,6,16,43.125,45.125,63.2,0,25
0,2,1752,71,71,59,37,60,57,68,78,1,2,48,22,42,68,33,47,54,63,61,65,68,51,72,71,70,44,81,89,72,59,79,72,42,59,52,53,71,72,69,12,7,9,51.375,59.25,68.2,0,19
0,3,1826,71,71,71,70,63,71,27,75,1,4,63,69,66,60,70,72,68,70,55,71,69,73,72,72,66,74,85,65,79,67,74,21,72,69,68,69,16,29,31,15,14,15,69.75,65.75,48.3,0,24
0,2,1639,71,77,66,39,48,56,70,78,1,2,47,39,70,55,22,48,36,27,44,64,69,64,60,65,63,46,82,72,81,36,78,67,39,46,39,64,71,71,69,13,10,16,52.375,53.25,65.8,0,28
0,3,1846,71,81,79,49,63,73,66,71,1,2,70,44,59,68,45,74,55,49,65,70,78,79,74,68,74,62,74,85,66,46,67,66,57,50,41,70,69,66,66,14,11,9,63,65.375,68.7,0,32
0,2,1831,71,82,65,57,69,69,66,71,1,3,58,53,56,74,47,71,61,58,70,71,62,67,57,71,64,59,64,70,72,67,69,73,62,74,49,72,61,70,62,8,7,11,65.25,69.25,68.1,0,36
0,3,1666,71,72,80,68,51,72,24,66,1,3,43,70,60,69,63,71,53,40,35,72,80,80,82,70,72,70,75,78,65,64,53,27,75,42,60,66,15,21,16,13,8,7,69.125,63,45.2,0,28
1,2,1089,71,71,74,68,68,72,33,71,1,1,14,13,19,25,12,15,13,25,31,24,33,33,30,60,50,17,71,17,76,13,13,22,14,32,22,43,10,15,17,74,68,72,0,0,0,71,17
0,3,1934,71,74,84,58,72,73,64,73,1,3,73,57,46,75,38,74,72,52,67,69,83,84,78,69,75,64,70,85,68,60,69,65,74,72,48,70,66,66,66,9,9,7,69,71.5,68.6,0,24
0,2,1634,71,83,72,67,65,77,24,42,1,4,68,73,34,70,66,78,65,55,55,74,77,67,82,66,87,60,41,71,31,67,33,21,62,65,54,61,22,25,20,5,6,15,67.625,67.375,43.5,0,42
0,2,1946,71,71,65,69,67,70,69,69,1,2,63,62,62,73,62,70,64,60,66,70,67,64,69,72,68,82,64,67,65,72,82,73,64,64,71,66,63,74,66,6,7,11,68,68.125,69.1,0,19
0,2,1535,71,71,40,37,51,56,71,74,1,2,46,32,71,64,13,50,37,39,50,65,39,40,57,64,49,55,73,66,80,43,71,72,26,41,29,53,71,70,67,12,13,16,48.375,51.875,65.6,0,18
0,2,1693,71,71,77,33,63,66,69,62,1,2,77,30,61,66,37,66,35,37,62,63,74,79,71,67,76,35,61,65,61,27,60,65,56,56,46,68,68,75,74,6,14,7,56.5,61.375,67.9,0,16
0,2,1873,71,71,64,64,72,68,59,65,1,2,74,58,60,76,72,65,59,64,69,75,63,65,59,68,72,69,41,70,67,70,61,51,70,71,61,65,55,67,58,11,13,14,67.25,69.375,64.1,0,23
0,1,1540,71,71,38,42,53,51,70,71,1,2,40,38,77,56,33,51,48,37,53,58,42,34,36,65,34,46,64,39,86,50,73,71,21,64,63,56,66,70,70,11,12,7,48.125,51.75,62.9,0,18
0,1,1759,71,71,57,67,77,72,37,57,2,4,72,63,52,75,66,74,69,74,79,72,55,58,67,67,64,74,52,52,67,70,40,26,68,85,62,76,32,45,34,8,8,11,68.5,70.75,51.3,0,18
0,2,1798,71,71,64,71,62,73,37,71,1,3,57,71,66,64,75,74,67,68,58,75,66,62,67,73,57,73,64,65,79,70,60,37,65,66,70,71,30,33,36,8,8,12,69.5,66.625,52.4,0,15
0,2,1595,71,71,37,51,47,44,73,66,2,2,35,35,76,50,45,40,44,65,55,50,34,40,34,62,55,77,71,43,75,61,72,75,33,42,67,67,71,73,70,8,9,10,47.125,46.75,62.4,0,3.25
0,3,1838,71,71,76,51,60,67,68,79,1,2,65,50,60,65,37,62,55,33,58,70,72,80,83,63,63,58,88,91,79,46,64,70,59,55,58,74,66,70,70,14,6,9,62.125,63.5,69.3,0,18
0,2,1912,71,71,47,64,71,69,71,69,2,2,69,61,49,74,58,67,64,70,71,71,52,43,68,73,80,72,53,67,67,67,80,74,62,70,60,72,73,73,70,6,11,16,64.625,68.25,69.7,0,7.5
0,2,1903,71,71,86,62,64,70,61,75,1,3,66,59,73,68,36,71,57,50,66,67,85,87,78,67,62,73,82,84,71,64,71,51,68,58,59,64,59,63,65,7,6,7,68.25,67.375,66.2,0,24
